meta,low,base,high
hour,typical_year,typical_year,typical_year
888,15.27225,20.363,25.45375
889,18.348,24.464,30.58
890,22.78275,30.377,37.97125
891,29.52225,39.363,49.20375
892,39.801,53.068,66.335
893,56.9535,75.938,94.9225
894,90.567,120.756,150.945
895,162.05775,216.077,270.09625
896,192.711,256.948,321.185
897,166.66125,222.215,277.76875
898,107.907,143.876,179.845
899,87.60075,116.801,146.00125
900,108.7605,145.014,181.2675
901,79.3335,105.778,132.2225
902,77.2365,102.982,128.7275
903,95.4315,127.242,159.0525
904,109.53675,146.049,182.56125
905,147.822,197.096,246.37
906,189.20025,252.267,315.33375
907,188.4015,251.202,314.0025
908,192.306,256.408,320.51
909,130.51875,174.025,217.53125
910,58.87875,78.505,98.13125
911,3.1845,4.246,5.3075
912,27.33375,36.445,45.55625
913,30.012,40.016,50.02
914,31.473,41.964,52.455
915,35.36475,47.153,58.94125
916,37.93275,50.577,63.22125
917,61.49925,81.999,102.49875
918,85.76475,114.353,142.94125
919,141.91425,189.219,236.52375
920,184.57275,246.097,307.62125
921,154.9335,206.578,258.2225
922,107.75925,143.679,179.59875
923,79.917,106.556,133.195
924,78.657,104.876,131.095
925,100.44975,133.933,167.41625
926,7.75875,10.345,12.93125
927,95.91525,127.887,159.85875
928,137.57175,183.429,229.28625
929,140.42475,187.233,234.04125
930,16.875,22.5,28.125
931,188.958,251.944,314.93
932,174.69825,232.931,291.16375
933,137.9595,183.946,229.9325
934,60.7035,80.938,101.1725
935,26.8635,35.818,44.7725
936,16.092,21.456,26.82
937,20.7945,27.726,34.6575
938,33.48525,44.647,55.80875
939,36.81675,49.089,61.36125
940,43.85025,58.467,73.08375
941,4.8375,6.45,8.0625
942,91.17825,121.571,151.96375
943,148.38225,197.843,247.30375
944,18.04425,24.059,30.07375
945,162.243,216.324,270.405
946,100.122,133.496,166.87
947,103.04625,137.395,171.74375
948,69.50025,92.667,115.83375
949,66.5985,88.798,110.9975
950,7.44075,9.921,12.40125
951,87.23925,116.319,145.39875
952,103.76025,138.347,172.93375
953,132.41325,176.551,220.68875
954,189.86475,253.153,316.44125
955,208.34025,277.787,347.23375
956,172.60425,230.139,287.67375
957,121.9035,162.538,203.1725
958,52.87725,70.503,88.12875
959,30.69075,40.921,51.15125
960,17.0955,22.794,28.4925
961,26.71725,35.623,44.52875
962,41.478,55.304,69.13
963,48.8445,65.126,81.4075
964,46.3335,61.778,77.2225
965,62.96775,83.957,104.94625
966,85.67325,114.231,142.78875
967,124.836,166.448,208.06
968,168.23325,224.311,280.38875
969,176.14425,234.859,293.57375
970,107.62125,143.495,179.36875
971,84.72675,112.969,141.21125
972,96.687,128.916,161.145
973,87.04725,116.063,145.07875
974,102.86025,137.147,171.43375
975,117.5865,156.782,195.9775
976,135.834,181.112,226.39
977,16.77225,22.363,27.95375
978,192.21375,256.285,320.35625
979,183.771,245.028,306.285
980,126.8985,169.198,211.4975
981,8.65725,11.543,14.42875
982,53.20875,70.945,88.68125
983,37.5645,50.086,62.6075
984,26.469,35.292,44.115
985,29.244,38.992,48.74
986,33.60375,44.805,56.00625
987,35.49675,47.329,59.16125
988,4.5105,6.014,7.5175
989,62.028,82.704,103.38
990,96.89025,129.187,161.48375
991,108.35475,144.473,180.59125
992,142.1055,189.474,236.8425
993,133.8645,178.486,223.1075
994,13.02,17.36,21.7
995,94.6815,126.242,157.8025
996,96.2895,128.386,160.4825
997,89.47575,119.301,149.12625
998,113.6895,151.586,189.4825
999,124.422,165.896,207.37
1000,128.07525,170.767,213.45875
1001,165.873,221.164,276.455
1002,166.66575,222.221,277.77625
1003,163.5765,218.102,272.6275
1004,12.57075,16.761,20.95125
1005,97.3305,129.774,162.2175
1006,6.53475,8.713,10.89125
1007,23.13975,30.853,38.56625
1008,12.37425,16.499,20.62375
1009,21.04425,28.059,35.07375
1010,28.908,38.544,48.18
1011,30.474,40.632,50.79
1012,35.40375,47.205,59.00625
1013,51.45675,68.609,85.76125
1014,100.389,133.852,167.315
1015,167.796,223.728,279.66
1016,239.8305,319.774,399.7175
1017,17.5995,23.466,29.3325
1018,134.2995,179.066,223.8325
1019,7.76775,10.357,12.94625
1020,61.458,81.944,102.43
1021,69.4305,92.574,115.7175
1022,78.54525,104.727,130.90875
1023,85.18725,113.583,141.97875
1024,114.5805,152.774,190.9675
1025,156.729,208.972,261.215
1026,197.337,263.116,328.895
1027,204.71175,272.949,341.18625
1028,192.85725,257.143,321.42875
1029,11.607,15.476,19.345
1030,59.05575,78.741,98.42625
1031,18.189,24.252,30.315
1032,12.35925,16.479,20.59875
1033,15.33975,20.453,25.56625
1034,26.0805,34.774,43.4675
1035,39.73125,52.975,66.21875
1036,4.02,5.36,6.7
1037,59.04975,78.733,98.41625
1038,90.1635,120.218,150.2725
1039,156.9315,209.242,261.5525
1040,190.97625,254.635,318.29375
1041,155.15925,206.879,258.59875
1042,94.70025,126.267,157.83375
1043,73.83375,98.445,123.05625
1044,80.1015,106.802,133.5025
1045,90.18075,120.241,150.30125
1046,88.28325,117.711,147.13875
1047,89.79075,119.721,149.65125
1048,121.10775,161.477,201.84625
1049,14.262,19.016,23.77
1050,179.6595,239.546,299.4325
1051,204.84675,273.129,341.41125
1052,175.10925,233.479,291.84875
1053,124.3515,165.802,207.2525
1054,58.7895,78.386,97.9825
1055,30.25125,40.335,50.41875
1056,15.2505,20.334,25.4175
1057,19.578,26.104,32.63
1058,2.30925,3.079,3.84875
1059,37.7535,50.338,62.9225
1060,4.20525,5.607,7.00875
1061,53.63625,71.515,89.39375
1062,10.365,13.82,17.275
1063,180.02775,240.037,300.04625
1064,192.23625,256.315,320.39375
1065,175.908,234.544,293.18
1066,107.92575,143.901,179.87625
1067,74.457,99.276,124.095
1068,89.0445,118.726,148.4075
1069,76.41825,101.891,127.36375
1070,11.23275,14.977,18.72125
1071,105.36075,140.481,175.60125
1072,100.4595,133.946,167.4325
1073,129.90225,173.203,216.50375
1074,189.4785,252.638,315.7975
1075,220.9485,294.598,368.2475
1076,182.598,243.464,304.33
1077,119.97075,159.961,199.95125
1078,49.10475,65.473,81.84125
1079,16.33725,21.783,27.22875
1080,27.6105,36.814,46.0175
1081,33.41625,44.555,55.69375
1082,33.90525,45.207,56.50875
1083,37.314,49.752,62.19
1084,39.44625,52.595,65.74375
1085,50.99775,67.997,84.99625
1086,88.60575,118.141,147.67625
1087,169.88925,226.519,283.14875
1088,197.3355,263.114,328.8925
1089,164.80125,219.735,274.66875
1090,102.99075,137.321,171.65125
1091,67.524,90.032,112.54
1092,66.2265,88.302,110.3775
1093,80.17875,106.905,133.63125
1094,95.322,127.096,158.87
1095,105.69375,140.925,176.15625
1096,115.84725,154.463,193.07875
1097,12.53925,16.719,20.89875
1098,20.59275,27.457,34.32125
1099,22.359,29.812,37.265
1100,183.8415,245.122,306.4025
1101,121.16925,161.559,201.94875
1102,49.06575,65.421,81.77625
1103,2.2815,3.042,3.8025
1104,24.5235,32.698,40.8725
1105,27.45675,36.609,45.76125
1106,3.43275,4.577,5.72125
1107,47.93925,63.919,79.89875
1108,50.541,67.388,84.235
1109,57.30525,76.407,95.50875
1110,83.86125,111.815,139.76875
1111,158.817,211.756,264.695
1112,176.868,235.824,294.78
1113,134.81475,179.753,224.69125
1114,78.49875,104.665,130.83125
1115,81.49425,108.659,135.82375
1116,79.00425,105.339,131.67375
1117,76.533,102.044,127.555
1118,76.3215,101.762,127.2025
1119,93.20325,124.271,155.33875
1120,12.285,16.38,20.475
1121,131.7135,175.618,219.5225
1122,186.4005,248.534,310.6675
1123,208.248,277.664,347.08
1124,173.8305,231.774,289.7175
1125,127.539,170.052,212.565
1126,57.93825,77.251,96.56375
1127,22.91925,30.559,38.19875
1128,31.07775,41.437,51.79625
1129,35.544,47.392,59.24
1130,31.983,42.644,53.305
1131,35.29425,47.059,58.82375
1132,42.95025,57.267,71.58375
1133,5.90325,7.871,9.83875
1134,88.04175,117.389,146.73625
1135,121.94025,162.587,203.23375
1136,13.227,17.636,22.045
1137,135.72825,180.971,226.21375
1138,124.2795,165.706,207.1325
1139,98.54325,131.391,164.23875
1140,89.00025,118.667,148.33375
1141,9.53925,12.719,15.89875
1142,11.05125,14.735,18.41875
1143,132.61875,176.825,221.03125
1144,141.55275,188.737,235.92125
1145,150.918,201.224,251.53
1146,158.47575,211.301,264.12625
1147,176.09025,234.787,293.48375
1148,134.853,179.804,224.755
1149,8.8425,11.79,14.7375
1150,4.86975,6.493,8.11625
1151,34.37325,45.831,57.28875
1152,15.48975,20.653,25.81625
1153,20.15925,26.879,33.59875
1154,19.998,26.664,33.33
1155,35.43825,47.251,59.06375
1156,40.4745,53.966,67.4575
1157,5.7975,7.73,9.6625
1158,88.6605,118.214,147.7675
1159,133.161,177.548,221.935
1160,141.372,188.496,235.62
1161,135.4215,180.562,225.7025
1162,114.85125,153.135,191.41875
1163,96.783,129.044,161.305
1164,94.0335,125.378,156.7225
1165,94.068,125.424,156.78
1166,87.52425,116.699,145.87375
1167,104.5395,139.386,174.2325
1168,138.306,184.408,230.51
1169,193.33425,257.779,322.22375
1170,184.88325,246.511,308.13875
1171,193.50825,258.011,322.51375
1172,141.69975,188.933,236.16625
1173,87.44175,116.589,145.73625
1174,60.81375,81.085,101.35625
1175,37.662,50.216,62.77
1176,29.6655,39.554,49.4425
1177,3.75525,5.007,6.25875
1178,36.27225,48.363,60.45375
1179,31.58325,42.111,52.63875
1180,37.599,50.132,62.665
1181,5.28075,7.041,8.80125
1182,86.51475,115.353,144.19125
1183,150.546,200.728,250.91
1184,193.80225,258.403,323.00375
1185,156.53025,208.707,260.88375
1186,102.81225,137.083,171.35375
1187,7.72575,10.301,12.87625
1188,63.87375,85.165,106.45625
1189,67.4655,89.954,112.4425
1190,90.48075,120.641,150.80125
1191,130.3995,173.866,217.3325
1192,116.08275,154.777,193.47125
1193,131.56575,175.421,219.27625
1194,198.582,264.776,330.97
1195,21.789,29.052,36.315
1196,178.7235,238.298,297.8725
1197,111.432,148.576,185.72
1198,60.21375,80.285,100.35625
1199,32.48925,43.319,54.14875
1200,25.97775,34.637,43.29625
1201,30.25725,40.343,50.42875
1202,38.24025,50.987,63.73375
1203,38.0715,50.762,63.4525
1204,39.71625,52.955,66.19375
1205,55.4595,73.946,92.4325
1206,98.05425,130.739,163.42375
1207,172.4235,229.898,287.3725
1208,168.23025,224.307,280.38375
1209,134.69625,179.595,224.49375
1210,88.9605,118.614,148.2675
1211,81.84075,109.121,136.40125
1212,92.95125,123.935,154.91875
1213,80.6655,107.554,134.4425
1214,77.9055,103.874,129.8425
1215,103.41525,137.887,172.35875
1216,103.122,137.496,171.87
1217,156.12525,208.167,260.20875
1218,192.4395,256.586,320.7325
1219,21.17475,28.233,35.29125
1220,170.27775,227.037,283.79625
1221,110.46525,147.287,184.10875
1222,6.417,8.556,10.695
1223,35.50725,47.343,59.17875
1224,25.17075,33.561,41.95125
1225,32.97975,43.973,54.96625
1226,36.7335,48.978,61.2225
1227,3.8565,5.142,6.4275
1228,45.19575,60.261,75.32625
1229,56.86725,75.823,94.77875
1230,98.0745,130.766,163.4575
1231,188.35425,251.139,313.92375
1232,227.32125,303.095,378.86875
1233,167.796,223.728,279.66
1234,12.777,17.036,21.295
1235,77.81775,103.757,129.69625
1236,8.66775,11.557,14.44625
1237,6.53775,8.717,10.89625
1238,76.758,102.344,127.93
1239,85.77975,114.373,142.96625
1240,115.653,154.204,192.755
1241,161.78775,215.717,269.64625
1242,193.2105,257.614,322.0175
1243,216.64275,288.857,361.07125
1244,187.3995,249.866,312.3325
1245,106.269,141.692,177.115
1246,58.17525,77.567,96.95875
1247,21.672,28.896,36.12
1248,26.60775,35.477,44.34625
1249,32.5155,43.354,54.1925
1250,36.327,48.436,60.545
1251,36.91125,49.215,61.51875
1252,4.095,5.46,6.825
1253,52.521,70.028,87.535
1254,106.191,141.588,176.985
1255,160.788,214.384,267.98
1256,18.79275,25.057,31.32125
1257,155.99025,207.987,259.98375
1258,91.13475,121.513,151.89125
1259,74.16675,98.889,123.61125
1260,69.10875,92.145,115.18125
1261,83.3565,111.142,138.9275
1262,87.39375,116.525,145.65625
1263,100.644,134.192,167.74
1264,135.03975,180.053,225.06625
1265,135.03975,180.053,225.06625
1266,191.46075,255.281,319.10125
1267,203.7645,271.686,339.6075
1268,187.44525,249.927,312.40875
1269,132.19725,176.263,220.32875
1270,60.95625,81.275,101.59375
1271,35.838,47.784,59.73
1272,14.181,18.908,23.635
1273,17.69625,23.595,29.49375
1274,32.07825,42.771,53.46375
1275,35.55975,47.413,59.26625
1276,41.3265,55.102,68.8775
1277,69.86925,93.159,116.44875
1278,99.873,133.164,166.455
1279,172.73625,230.315,287.89375
1280,192.79875,257.065,321.33125
1281,146.78625,195.715,244.64375
1282,98.841,131.788,164.735
1283,81.07275,108.097,135.12125
1284,69.588,92.784,115.98
1285,72.26925,96.359,120.44875
1286,101.2995,135.066,168.8325
1287,85.85025,114.467,143.08375
1288,107.00625,142.675,178.34375
1289,13.7715,18.362,22.9525
1290,171.32775,228.437,285.54625
1291,186.81075,249.081,311.35125
1292,172.49175,229.989,287.48625
1293,125.5665,167.422,209.2775
1294,62.07375,82.765,103.45625
1295,33.97425,45.299,56.62375
1296,27.38475,36.513,45.64125
1297,29.112,38.816,48.52
1298,3.363,4.484,5.605
1299,34.65525,46.207,57.75875
1300,41.3085,55.078,68.8475
1301,57.96975,77.293,96.61625
1302,102.94125,137.255,171.56875
1303,13.371,17.828,22.285
1304,155.68125,207.575,259.46875
1305,158.35575,211.141,263.92625
1306,135.46275,180.617,225.77125
1307,102.3945,136.526,170.6575
1308,91.7535,122.338,152.9225
1309,92.307,123.076,153.845
1310,94.863,126.484,158.105
1311,110.634,147.512,184.39
1312,123.58425,164.779,205.97375
1313,143.169,190.892,238.615
1314,164.2515,219.002,273.7525
1315,168.951,225.268,281.585
1316,116.661,155.548,194.435
1317,82.46175,109.949,137.43625
1318,55.85925,74.479,93.09875
1319,2.7,3.6,4.5
1320,1.3875,1.85,2.3125
1321,20.4435,27.258,34.0725
1322,20.85675,27.809,34.76125
1323,34.40025,45.867,57.33375
1324,5.4375,7.25,9.0625
1325,66.6615,88.882,111.1025
1326,92.54325,123.391,154.23875
1327,122.16825,162.891,203.61375
1328,137.98275,183.977,229.97125
1329,115.137,153.516,191.895
1330,101.736,135.648,169.56
1331,108.02175,144.029,180.03625
1332,112.55025,150.067,187.58375
1333,132.06975,176.093,220.11625
1334,104.54025,139.387,174.23375
1335,118.76925,158.359,197.94875
1336,143.658,191.544,239.43
1337,154.32375,205.765,257.20625
1338,174.219,232.292,290.365
1339,161.95575,215.941,269.92625
1340,138.396,184.528,230.66
1341,89.85225,119.803,149.75375
1342,55.20375,73.605,92.00625
1343,36.1065,48.142,60.1775
1344,14.93475,19.913,24.89125
1345,18.417,24.556,30.695
1346,30.69075,40.921,51.15125
1347,43.21875,57.625,72.03125
1348,48.3735,64.498,80.6225
1349,62.38575,83.181,103.97625
1350,88.15425,117.539,146.92375
1351,166.524,222.032,277.54
1352,224.55675,299.409,374.26125
1353,174.23025,232.307,290.38375
1354,110.80575,147.741,184.67625
1355,83.10975,110.813,138.51625
1356,73.94175,98.589,123.23625
1357,75.77625,101.035,126.29375
1358,80.71125,107.615,134.51875
1359,93.07425,124.099,155.12375
1360,125.58825,167.451,209.31375
1361,17.526,23.368,29.21
1362,222.504,296.672,370.84
1363,21.97725,29.303,36.62875
1364,191.121,254.828,318.535
1365,103.00275,137.337,171.67125
1366,49.92075,66.561,83.20125
1367,20.99175,27.989,34.98625
1368,14.3805,19.174,23.9675
1369,15.40425,20.539,25.67375
1370,27.28875,36.385,45.48125
1371,35.346,47.128,58.91
1372,42.0285,56.038,70.0475
1373,46.6155,62.154,77.6925
1374,111.144,148.192,185.24
1375,172.47075,229.961,287.45125
1376,216.9435,289.258,361.5725
1377,175.071,233.428,291.785
1378,114.49125,152.655,190.81875
1379,75.32325,100.431,125.53875
1380,73.27425,97.699,122.12375
1381,74.59875,99.465,124.33125
1382,86.8185,115.758,144.6975
1383,82.15725,109.543,136.92875
1384,12.0345,16.046,20.0575
1385,124.04925,165.399,206.74875
1386,180.8895,241.186,301.4825
1387,210.69975,280.933,351.16625
1388,188.41575,251.221,314.02625
1389,118.83975,158.453,198.06625
1390,52.227,69.636,87.045
1391,28.35075,37.801,47.25125
1392,17.211,22.948,28.685
1393,33.55575,44.741,55.92625
1394,3.37125,4.495,5.61875
1395,38.24475,50.993,63.74125
1396,4.15275,5.537,6.92125
1397,53.00625,70.675,88.34375
1398,80.99475,107.993,134.99125
1399,156.38925,208.519,260.64875
1400,191.526,255.368,319.21
1401,157.46925,209.959,262.44875
1402,125.898,167.864,209.83
1403,91.45725,121.943,152.42875
1404,77.28075,103.041,128.80125
1405,87.80475,117.073,146.34125
1406,87.492,116.656,145.82
1407,100.16775,133.557,166.94625
1408,122.39175,163.189,203.98625
1409,15.22425,20.299,25.37375
1410,185.31825,247.091,308.86375
1411,209.142,278.856,348.57
1412,16.34925,21.799,27.24875
1413,106.563,142.084,177.605
1414,38.63775,51.517,64.39625
1415,17.60475,23.473,29.34125
1416,28.734,38.312,47.89
1417,34.2795,45.706,57.1325
1418,37.88475,50.513,63.14125
1419,36.783,49.044,61.305
1420,45.58725,60.783,75.97875
1421,59.7705,79.694,99.6175
1422,97.8855,130.514,163.1425
1423,156.306,208.408,260.51
1424,197.4345,263.246,329.0575
1425,188.6085,251.478,314.3475
1426,121.07175,161.429,201.78625
1427,7.77,10.36,12.95
1428,64.5135,86.018,107.5225
1429,69.26325,92.351,115.43875
1430,7.16475,9.553,11.94125
1431,99.312,132.416,165.52
1432,122.34225,163.123,203.90375
1433,136.0155,181.354,226.6925
1434,187.98975,250.653,313.31625
1435,208.1055,277.474,346.8425
1436,158.08275,210.777,263.47125
1437,116.57925,155.439,194.29875
1438,68.03175,90.709,113.38625
1439,37.194,49.592,61.99
1440,17.0685,22.758,28.4475
1441,34.21275,45.617,57.02125
1442,34.86375,46.485,58.10625
1443,37.35375,49.805,62.25625
1444,3.4665,4.622,5.7775
1445,44.58225,59.443,74.30375
1446,8.59875,11.465,14.33125
1447,159.20775,212.277,265.34625
1448,179.2605,239.014,298.7675
1449,16.1445,21.526,26.9075
1450,108.4635,144.618,180.7725
1451,94.518,126.024,157.53
1452,77.0265,102.702,128.3775
1453,79.3755,105.834,132.2925
1454,102.08775,136.117,170.14625
1455,105.258,140.344,175.43
1456,105.08025,140.107,175.13375
1457,153.612,204.816,256.02
1458,192.90375,257.205,321.50625
1459,221.9955,295.994,369.9925
1460,177.0945,236.126,295.1575
1461,113.409,151.212,189.015
1462,64.58325,86.111,107.63875
1463,3.924,5.232,6.54
1464,29.3805,39.174,48.9675
1465,33.56175,44.749,55.93625
1466,34.69275,46.257,57.82125
1467,35.91525,47.887,59.85875
1468,51.63225,68.843,86.05375
1469,61.407,81.876,102.345
1470,83.181,110.908,138.635
1471,115.3485,153.798,192.2475
1472,159.8865,213.182,266.4775
1473,140.61825,187.491,234.36375
1474,121.45275,161.937,202.42125
1475,105.95325,141.271,176.58875
1476,123.13725,164.183,205.22875
1477,129.003,172.004,215.005
1478,102.804,137.072,171.34
1479,108.95475,145.273,181.59125
1480,135.78225,181.043,226.30375
1481,166.5795,222.106,277.6325
1482,181.6065,242.142,302.6775
1483,176.00625,234.675,293.34375
1484,135.28425,180.379,225.47375
1485,82.821,110.428,138.035
1486,53.33925,71.119,88.89875
1487,22.60575,30.141,37.67625
1488,2.8275,3.77,4.7125
1489,33.312,44.416,55.52
1490,32.88825,43.851,54.81375
1491,32.79675,43.729,54.66125
1492,40.467,53.956,67.445
1493,6.65625,8.875,11.09375
1494,100.509,134.012,167.515
1495,138.12975,184.173,230.21625
1496,142.05375,189.405,236.75625
1497,149.10975,198.813,248.51625
1498,107.82225,143.763,179.70375
1499,103.2465,137.662,172.0775
1500,117.42975,156.573,195.71625
1501,95.5485,127.398,159.2475
1502,104.1255,138.834,173.5425
1503,11.61675,15.489,19.36125
1504,147.69075,196.921,246.15125
1505,17.02425,22.699,28.37375
1506,189.1845,252.246,315.3075
1507,179.2905,239.054,298.8175
1508,127.76925,170.359,212.94875
1509,89.5485,119.398,149.2475
1510,53.382,71.176,88.97
1511,22.00275,29.337,36.67125
1512,17.169,22.892,28.615
1513,21.393,28.524,35.655
1514,28.194,37.592,46.99
1515,36.0435,48.058,60.0725
1516,46.8255,62.434,78.0425
1517,61.7715,82.362,102.9525
1518,105.4365,140.582,175.7275
1519,154.78125,206.375,257.96875
1520,185.42475,247.233,309.04125
1521,173.03925,230.719,288.39875
1522,109.986,146.648,183.31
1523,78.95775,105.277,131.59625
1524,65.562,87.416,109.27
1525,69.003,92.004,115.005
1526,91.446,121.928,152.41
1527,99.21825,132.291,165.36375
1528,10.35375,13.805,17.25625
1529,136.26525,181.687,227.10875
1530,184.99425,246.659,308.32375
1531,226.107,301.476,376.845
1532,195.252,260.336,325.42
