meta,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Constant_Demand,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,Moderate_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth,High_Growth
hour,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045
8556,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,124.011,148.8132,178.57584,214.291008,257.1492096,308.5790515,370.2948618,444.3538342,533.224601,639.8695212,767.8434255,921.4121106,1105.694533,1326.833439,1592.200127,1910.640152,2292.768183,2751.32182,3301.586183,3961.90342,124.011,173.6154,208.33848,250.006176,300.0074112,360.0088934,432.0106721,518.4128066,622.0953679,746.5144414,895.8173297,1074.980796,1289.976955,1547.972346,1857.566815,2229.080178,2674.896213,3209.875456,3851.850547,4622.220657
8557,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,157.084,188.5008,226.20096,271.441152,325.7293824,390.8752589,469.0503107,562.8603728,675.4324473,810.5189368,972.6227242,1167.147269,1400.576723,1680.692067,2016.830481,2420.196577,2904.235892,3485.083071,4182.099685,5018.519622,157.084,219.9176,263.90112,316.681344,380.0176128,456.0211354,547.2253624,656.6704349,788.0045219,945.6054263,1134.726512,1361.671814,1634.006177,1960.807412,2352.968894,2823.562673,3388.275208,4065.930249,4879.116299,5854.939559
8558,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,150.928,181.1136,217.33632,260.803584,312.9643008,375.557161,450.6685932,540.8023118,648.9627741,778.755329,934.5063948,1121.407674,1345.689208,1614.82705,1937.79246,2325.350952,2790.421143,3348.505371,4018.206445,4821.847735,150.928,211.2992,253.55904,304.270848,365.1250176,438.1500211,525.7800253,630.9360304,757.1232365,908.5478838,1090.257461,1308.308953,1569.970743,1883.964892,2260.75787,2712.909444,3255.491333,3906.5896,4687.90752,5625.489024
8559,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,161.925,194.31,233.172,279.8064,335.76768,402.921216,483.5054592,580.206551,696.2478612,835.4974335,1002.59692,1203.116304,1443.739565,1732.487478,2078.984974,2494.781968,2993.738362,3592.486035,4310.983242,5173.17989,161.925,226.695,272.034,326.4408,391.72896,470.074752,564.0897024,676.9076429,812.2891715,974.7470057,1169.696407,1403.635688,1684.362826,2021.235391,2425.482469,2910.578963,3492.694756,4191.233707,5029.480448,6035.376538
8560,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,18.785,22.542,27.0504,32.46048,38.952576,46.7430912,56.09170944,67.31005133,80.77206159,96.92647391,116.3117687,139.5741224,167.4889469,200.9867363,241.1840836,289.4209003,347.3050803,416.7660964,500.1193157,600.1431788,18.785,26.299,31.5588,37.87056,45.444672,54.5336064,65.44032768,78.52839322,94.23407186,113.0808862,135.6970635,162.8364762,195.4037714,234.4845257,281.3814308,337.657717,405.1892604,486.2271125,583.472535,700.167042
8561,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,197.975,237.57,285.084,342.1008,410.52096,492.625152,591.1501824,709.3802189,851.2562627,1021.507515,1225.809018,1470.970822,1765.164986,2118.197983,2541.83758,3050.205096,3660.246115,4392.295339,5270.754406,6324.905288,197.975,277.165,332.598,399.1176,478.94112,574.729344,689.6752128,827.6102554,993.1323064,1191.758768,1430.110521,1716.132626,2059.359151,2471.230981,2965.477177,3558.572612,4270.287135,5124.344562,6149.213474,7379.056169
8562,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,30.744,36.8928,44.27136,53.125632,63.7507584,76.50091008,91.8010921,110.1613105,132.1935726,158.6322871,190.3587446,228.4304935,274.1165922,328.9399106,394.7278927,473.6734713,568.4081655,682.0897987,818.5077584,25.62,35.868,43.0416,51.64992,61.979904,74.3758848,89.25106176,107.1012741,128.5215289,154.2258347,185.0710017,222.085202,266.5022424,319.8026909,383.7632291,460.5158749,552.6190498,663.1428598,795.7714318,954.9257181
8563,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,239.086,286.9032,344.28384,413.140608,495.7687296,594.9224755,713.9069706,856.6883647,1028.026038,1233.631245,1480.357494,1776.428993,2131.714792,2558.05775,3069.6693,3683.60316,4420.323792,5304.388551,6365.266261,7638.319513,239.086,334.7204,401.66448,481.997376,578.3968512,694.0762214,832.8914657,999.4697589,1199.363711,1439.236453,1727.083743,2072.500492,2487.00059,2984.400708,3581.28085,4297.53702,5157.044424,6188.453309,7426.143971,8911.372765
8564,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,180.688,216.8256,260.19072,312.228864,374.6746368,449.6095642,539.531477,647.4377724,776.9253269,932.3103922,1118.772471,1342.526965,1611.032358,1933.238829,2319.886595,2783.863914,3340.636697,4008.764037,4810.516844,5772.620213,180.688,252.9632,303.55584,364.267008,437.1204096,524.5444915,629.4533898,755.3440678,906.4128813,1087.695458,1305.234549,1566.281459,1879.537751,2255.445301,2706.534361,3247.841233,3897.40948,4676.891376,5612.269651,6734.723581
8565,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,95.698,114.8376,137.80512,165.366144,198.4393728,238.1272474,285.7526968,342.9032362,411.4838834,493.7806601,592.5367922,711.0441506,853.2529807,1023.903577,1228.684292,1474.421151,1769.305381,2123.166457,2547.799748,3057.359698,95.698,133.9772,160.77264,192.927168,231.5126016,277.8151219,333.3781463,400.0537756,480.0645307,576.0774368,691.2929242,829.551509,995.4618108,1194.554173,1433.465008,1720.158009,2064.189611,2477.027533,2972.43304,3566.919648
8566,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,49.514,59.4168,71.30016,85.560192,102.6722304,123.2066765,147.8480118,177.4176141,212.901137,255.4813643,306.5776372,367.8931647,441.4717976,529.7661571,635.7193885,762.8632662,915.4359195,1098.523103,1318.227724,1581.873269,49.514,69.3196,83.18352,99.820224,119.7842688,143.7411226,172.4893471,206.9872165,248.3846598,298.0615917,357.6739101,429.2086921,515.0504305,618.0605166,741.67262,890.007144,1068.008573,1281.610287,1537.932345,1845.518814
8567,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,36.306,43.5672,52.28064,62.736768,75.2841216,90.34094592,108.4091351,130.0909621,156.1091545,187.3309855,224.7971826,269.7566191,323.7079429,388.4495314,466.1394377,559.3673253,671.2407903,805.4889484,966.5867381,1159.904086,36.306,50.8284,60.99408,73.192896,87.8314752,105.3977702,126.4773243,151.7727891,182.127347,218.5528164,262.2633796,314.7160556,377.6592667,453.19112,543.829344,652.5952128,783.1142554,939.7371065,1127.684528,1353.221433
8568,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,18.811,22.5732,27.08784,32.505408,39.0064896,46.80778752,56.16934502,67.40321403,80.88385683,97.0606282,116.4727538,139.7673046,167.7207655,201.2649186,241.5179024,289.8214828,347.7857794,417.3429353,500.8115223,600.9738268,18.811,26.3354,31.60248,37.922976,45.5075712,54.60908544,65.53090253,78.63708303,94.36449964,113.2373996,135.8848795,163.0618554,195.6742265,234.8090717,281.7708861,338.1250633,405.750076,486.9000912,584.2801094,701.1361313
8569,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,20.984,25.1808,30.21696,36.260352,43.5124224,52.21490688,62.65788826,75.18946591,90.22735909,108.2728309,129.9273971,155.9128765,187.0954518,224.5145422,269.4174506,323.3009407,387.9611289,465.5533546,558.6640256,670.3968307,20.984,29.3776,35.25312,42.303744,50.7644928,60.91739136,73.10086963,87.72104356,105.2652523,126.3183027,151.5819633,181.8983559,218.2780271,261.9336325,314.320359,377.1844308,452.621317,543.1455804,651.7746965,782.1296358
8570,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,44.684,53.6208,64.34496,77.213952,92.6567424,111.1880909,133.4257091,160.1108509,192.133021,230.5596252,276.6715503,332.0058604,398.4070324,478.0884389,573.7061267,688.447352,826.1368224,991.3641869,1189.637024,1427.564429,44.684,62.5576,75.06912,90.082944,108.0995328,129.7194394,155.6633272,186.7959927,224.1551912,268.9862295,322.7834753,387.3401704,464.8082045,557.7698454,669.3238145,803.1885774,963.8262929,1156.591551,1387.909862,1665.491834
8571,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,49.382,59.2584,71.11008,85.332096,102.3985152,122.8782182,147.4538619,176.9446343,212.3335611,254.8002733,305.760328,366.9123936,440.2948723,528.3538468,634.0246162,760.8295394,912.9954473,1095.594537,1314.713444,1577.656133,49.382,69.1348,82.96176,99.554112,119.4649344,143.3579213,172.0295055,206.4354066,247.722488,297.2669856,356.7203827,428.0644592,513.6773511,616.4128213,739.6953855,887.6344626,1065.161355,1278.193626,1533.832351,1840.598822
8572,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,54.661,65.5932,78.71184,94.454208,113.3450496,136.0140595,163.2168714,195.8602457,235.0322949,282.0387538,338.4465046,406.1358055,487.3629666,584.8355599,701.8026719,842.1632063,1010.595848,1212.715017,1455.25802,1746.309625,54.661,76.5254,91.83048,110.196576,132.2358912,158.6830694,190.4196833,228.50362,274.204344,329.0452128,394.8542553,473.8251064,568.5901277,682.3081532,818.7697839,982.5237407,1179.028489,1414.834187,1697.801024,2037.361229
8573,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,81.171,97.4052,116.88624,140.263488,168.3161856,201.9794227,242.3753073,290.8503687,349.0204425,418.824531,502.5894371,603.1073246,723.7287895,868.4745474,1042.169457,1250.603348,1500.724018,1800.868821,2161.042586,2593.251103,81.171,113.6394,136.36728,163.640736,196.3688832,235.6426598,282.7711918,339.3254302,407.1905162,488.6286194,586.3543433,703.625212,844.3502544,1013.220305,1215.864366,1459.03724,1750.844688,2101.013625,2521.21635,3025.45962
8574,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,136.459,163.7508,196.50096,235.801152,282.9613824,339.5536589,407.4643907,488.9572688,586.7487225,704.0984671,844.9181605,1013.901793,1216.682151,1460.018581,1752.022298,2102.426757,2522.912108,3027.49453,3632.993436,4359.592123,136.459,191.0426,229.25112,275.101344,330.1216128,396.1459354,475.3751224,570.4501469,684.5401763,821.4482116,985.7378539,1182.885425,1419.46251,1703.355011,2044.026014,2452.831217,2943.39746,3532.076952,4238.492342,5086.190811
8575,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,222.596,267.1152,320.53824,384.645888,461.5750656,553.8900787,664.6680945,797.6017134,957.122056,1148.546467,1378.255761,1653.906913,1984.688295,2381.625954,2857.951145,3429.541374,4115.449649,4938.539579,5926.247495,7111.496994,222.596,311.6344,373.96128,448.753536,538.5042432,646.2050918,775.4461102,930.5353322,1116.642399,1339.970878,1607.965054,1929.558065,2315.469678,2778.563614,3334.276336,4001.131603,4801.357924,5761.629509,6913.955411,8296.746493
8576,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,266.188,319.4256,383.31072,459.972864,551.9674368,662.3609242,794.833109,953.7997308,1144.559677,1373.471612,1648.165935,1977.799122,2373.358946,2848.030735,3417.636882,4101.164259,4921.397111,5905.676533,7086.811839,8504.174207,266.188,372.6632,447.19584,536.635008,643.9620096,772.7544115,927.3052938,1112.766353,1335.319623,1602.383548,1922.860257,2307.432309,2768.91877,3322.702525,3987.243029,4784.691635,5741.629962,6889.955955,8267.947146,9921.536575
8577,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,209.176,251.0112,301.21344,361.456128,433.7473536,520.4968243,624.5961892,749.515427,899.4185124,1079.302215,1295.162658,1554.195189,1865.034227,2238.041073,2685.649287,3222.779145,3867.334974,4640.801969,5568.962362,6682.754835,209.176,292.8464,351.41568,421.698816,506.0385792,607.246295,728.695554,874.4346649,1049.321598,1259.185917,1511.023101,1813.227721,2175.873265,2611.047918,3133.257502,3759.909002,4511.890803,5414.268963,6497.122756,7796.547307
8578,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,139.771,167.7252,201.27024,241.524288,289.8291456,347.7949747,417.3539697,500.8247636,600.9897163,721.1876596,865.4251915,1038.51023,1246.212276,1495.454731,1794.545677,2153.454813,2584.145775,3100.97493,3721.169916,4465.403899,139.771,195.6794,234.81528,281.778336,338.1340032,405.7608038,486.9129646,584.2955575,701.154669,841.3856028,1009.662723,1211.595268,1453.914322,1744.697186,2093.636623,2512.363948,3014.836738,3617.804085,4341.364902,5209.637882
8579,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,76.502,91.8024,110.16288,132.195456,158.6345472,190.3614566,228.433748,274.1204976,328.9445971,394.7335165,473.6802198,568.4162637,682.0995165,818.5194198,982.2233037,1178.667964,1414.401557,1697.281869,2036.738243,2444.085891,76.502,107.1028,128.52336,154.228032,185.0736384,222.0883661,266.5060393,319.8072472,383.7686966,460.5224359,552.6269231,663.1523077,795.7827692,954.9393231,1145.927188,1375.112625,1650.13515,1980.16218,2376.194616,2851.43354
8580,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,97.955,117.546,141.0552,169.26624,203.119488,243.7433856,292.4920627,350.9904753,421.1885703,505.4262844,606.5115413,727.8138495,873.3766194,1048.051943,1257.662332,1509.194798,1811.033758,2173.24051,2607.888612,3129.466334,97.955,137.137,164.5644,197.47728,236.972736,284.3672832,341.2407398,409.4888878,491.3866654,589.6639984,707.5967981,849.1161578,1018.939389,1222.727267,1467.272721,1760.727265,2112.872718,2535.447261,3042.536713,3651.044056
8581,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,131.7012,158.04144,189.649728,227.5796736,273.0956083,327.71473,393.257676,471.9092112,566.2910534,679.5492641,815.4591169,978.5509403,1174.261128,1409.113354,1690.936025,2029.12323,2434.947876,2921.937451,3506.324941,109.751,153.6514,184.38168,221.258016,265.5096192,318.611543,382.3338516,458.800622,550.5607464,660.6728956,792.8074748,951.3689697,1141.642764,1369.971316,1643.96558,1972.758696,2367.310435,2840.772522,3408.927026,4090.712431
8582,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,122.943,147.5316,177.03792,212.445504,254.9346048,305.9215258,367.1058309,440.5269971,528.6323965,634.3588758,761.230651,913.4767812,1096.172137,1315.406565,1578.487878,1894.185453,2273.022544,2727.627053,3273.152464,3927.782956,122.943,172.1202,206.54424,247.853088,297.4237056,356.9084467,428.2901361,513.9481633,616.7377959,740.0853551,888.1024261,1065.722911,1278.867494,1534.640992,1841.569191,2209.883029,2651.859635,3182.231562,3818.677874,4582.413449
8583,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,150.459,180.5508,216.66096,259.993152,311.9917824,374.3901389,449.2681667,539.1218,646.94616,776.335392,931.6024704,1117.922964,1341.507557,1609.809069,1931.770883,2318.125059,2781.750071,3338.100085,4005.720102,4806.864123,150.459,210.6426,252.77112,303.325344,363.9904128,436.7884954,524.1461944,628.9754333,754.77052,905.724624,1086.869549,1304.243459,1565.09215,1878.11058,2253.732696,2704.479236,3245.375083,3894.450099,4673.340119,5608.008143
8584,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,165.415,198.498,238.1976,285.83712,343.004544,411.6054528,493.9265434,592.711852,711.2542224,853.5050669,1024.20608,1229.047296,1474.856756,1769.828107,2123.793728,2548.552474,3058.262969,3669.915562,4403.898675,5284.67841,165.415,231.581,277.8972,333.47664,400.171968,480.2063616,576.2476339,691.4971607,829.7965928,995.7559114,1194.907094,1433.888512,1720.666215,2064.799458,2477.759349,2973.311219,3567.973463,4281.568156,5137.881787,6165.458145
8585,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,195.881,235.0572,282.06864,338.482368,406.1788416,487.4146099,584.8975319,701.8770383,842.2524459,1010.702935,1212.843522,1455.412227,1746.494672,2095.793606,2514.952328,3017.942793,3621.531352,4345.837622,5215.005146,6258.006176,195.881,274.2334,329.08008,394.896096,473.8753152,568.6503782,682.3804539,818.8565447,982.6278536,1179.153424,1414.984109,1697.980931,2037.577117,2445.092541,2934.111049,3520.933259,4225.11991,5070.143892,6084.172671,7301.007205
8586,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,260.917,313.1004,375.72048,450.864576,541.0374912,649.2449894,779.0939873,934.9127848,1121.895342,1346.27441,1615.529292,1938.635151,2326.362181,2791.634617,3349.96154,4019.953848,4823.944618,5788.733541,6946.48025,8335.7763,260.917,365.2838,438.34056,526.008672,631.2104064,757.4524877,908.9429852,1090.731582,1308.877899,1570.653478,1884.784174,2261.741009,2714.089211,3256.907053,3908.288464,4689.946156,5627.935387,6753.522465,8104.226958,9725.07235
8587,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,271.229,325.4748,390.56976,468.683712,562.4204544,674.9045453,809.8854543,971.8625452,1166.235054,1399.482065,1679.378478,2015.254174,2418.305008,2901.96601,3482.359212,4178.831055,5014.597266,6017.516719,7221.020062,8665.224075,271.229,379.7206,455.66472,546.797664,656.1571968,787.3886362,944.8663634,1133.839636,1360.607563,1632.729076,1959.274891,2351.129869,2821.355843,3385.627012,4062.752414,4875.302897,5850.363477,7020.436172,8424.523406,10109.42809
8588,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,239.194,287.0328,344.43936,413.327232,495.9926784,595.1912141,714.2294569,857.0753483,1028.490418,1234.188502,1481.026202,1777.231442,2132.677731,2559.213277,3071.055932,3685.267119,4422.320542,5306.784651,6368.141581,7641.769897,239.194,334.8716,401.84592,482.215104,578.6581248,694.3897498,833.2676997,999.9212397,1199.905488,1439.886585,1727.863902,2073.436683,2488.124019,2985.748823,3582.898587,4299.478305,5159.373966,6191.248759,7429.498511,8915.398213
8589,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,165.359,198.4308,238.11696,285.740352,342.8884224,411.4661069,493.7593283,592.5111939,711.0134327,853.2161192,1023.859343,1228.631212,1474.357454,1769.228945,2123.074734,2547.689681,3057.227617,3668.67314,4402.407768,5282.889322,165.359,231.5026,277.80312,333.363744,400.0364928,480.0437914,576.0525496,691.2630596,829.5156715,995.4188058,1194.502567,1433.40308,1720.083696,2064.100436,2476.920523,2972.304627,3566.765553,4280.118663,5136.142396,6163.370875
8590,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,93.794,112.5528,135.06336,162.076032,194.4912384,233.3894861,280.0673833,336.08086,403.2970319,483.9564383,580.747726,696.8972712,836.2767254,1003.532071,1204.238485,1445.086182,1734.103418,2080.924101,2497.108922,2996.530706,93.794,131.3116,157.57392,189.088704,226.9064448,272.2877338,326.7452805,392.0943366,470.5132039,564.6158447,677.5390137,813.0468164,975.6561797,1170.787416,1404.944899,1685.933878,2023.120654,2427.744785,2913.293742,3495.95249
8591,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,45.638,54.7656,65.71872,78.862464,94.6349568,113.5619482,136.2743378,163.5292054,196.2350464,235.4820557,282.5784668,339.0941602,406.9129923,488.2955907,585.9547089,703.1456506,843.7747807,1012.529737,1215.035684,1458.042821,45.638,63.8932,76.67184,92.006208,110.4074496,132.4889395,158.9867274,190.7840729,228.9408875,274.729065,329.674878,395.6098536,474.7318243,569.6781892,683.613827,820.3365924,984.4039109,1181.284693,1417.541632,1701.049958
8592,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,33.925,40.71,48.852,58.6224,70.34688,84.416256,101.2995072,121.5594086,145.8712904,175.0455484,210.0546581,252.0655898,302.4787077,362.9744492,435.5693391,522.6832069,627.2198483,752.663818,903.1965816,1083.835898,33.925,47.495,56.994,68.3928,82.07136,98.485632,118.1827584,141.8193101,170.1831721,204.2198065,245.0637678,294.0765214,352.8918257,423.4701908,508.1642289,609.7970747,731.7564897,878.1077876,1053.729345,1264.475214
8593,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,4.967,5.9604,7.15248,8.582976,10.2995712,12.35948544,14.83138253,17.79765903,21.35719084,25.62862901,30.75435481,36.90522577,44.28627093,53.14352511,63.77223013,76.52667616,91.83201139,110.1984137,132.2380964,158.6857157,4.967,6.9538,8.34456,10.013472,12.0161664,14.41939968,17.30327962,20.76393554,24.91672265,29.90006718,35.88008061,43.05609673,51.66731608,62.0007793,74.40093516,89.28112219,107.1373466,128.564816,154.2777791,185.133335
8594,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,44.449,53.3388,64.00656,76.807872,92.1694464,110.6033357,132.7240028,159.2688034,191.1225641,229.3470769,275.2164922,330.2597907,396.3117488,475.5740986,570.6889183,684.826702,821.7920424,986.1504508,1183.380541,1420.056649,44.449,62.2286,74.67432,89.609184,107.5310208,129.037225,154.84467,185.8136039,222.9763247,267.5715897,321.0859076,385.3030891,462.363707,554.8364484,665.803738,798.9644856,958.7573828,1150.508859,1380.610631,1656.732757
8595,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,65.063,78.0756,93.69072,112.428864,134.9146368,161.8975642,194.277077,233.1324924,279.7589909,335.710789,402.8529469,483.4235362,580.1082435,696.1298922,835.3558706,1002.427045,1202.912454,1443.494944,1732.193933,2078.63272,65.063,91.0882,109.30584,131.167008,157.4004096,188.8804915,226.6565898,271.9879078,326.3854893,391.6625872,469.9951047,563.9941256,676.7929507,812.1515409,974.581849,1169.498219,1403.397863,1684.077435,2020.892922,2425.071507
8596,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,54.832,65.7984,78.95808,94.749696,113.6996352,136.4395622,163.7274747,196.4729696,235.7675636,282.9210763,339.5052915,407.4063498,488.8876198,586.6651437,703.9981725,844.797807,1013.757368,1216.508842,1459.81061,1751.772733,54.832,76.7648,92.11776,110.541312,132.6495744,159.1794893,191.0153871,229.2184646,275.0621575,330.074589,396.0895068,475.3074081,570.3688897,684.4426677,821.3312012,985.5974415,1182.71693,1419.260316,1703.112379,2043.734855
8597,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,7.173,8.6076,10.32912,12.394944,14.8739328,17.84871936,21.41846323,25.70215588,30.84258705,37.01110446,44.41332536,53.29599043,63.95518852,76.74622622,92.09547146,110.5145658,132.6174789,159.1409747,190.9691696,229.1630035,7.173,10.0422,12.05064,14.460768,17.3529216,20.82350592,24.9882071,29.98584852,35.98301823,43.17962188,51.81554625,62.1786555,74.6143866,89.53726392,107.4447167,128.93366,154.7203921,185.6644705,222.7973646,267.3568375
8598,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,146.897,176.2764,211.53168,253.838016,304.6056192,365.526743,438.6320916,526.35851,631.630212,757.9562544,909.5475052,1091.457006,1309.748408,1571.698089,1886.037707,2263.245248,2715.894298,3259.073157,3910.887789,4693.065347,146.897,205.6558,246.78696,296.144352,355.3732224,426.4478669,511.7374403,614.0849283,736.901914,884.2822968,1061.138756,1273.366507,1528.039809,1833.647771,2200.377325,2640.45279,3168.543348,3802.252017,4562.70242,5475.242905
